"Statistic Label","Census Year","Sex","CSO Electoral Divisions 2022","UNIT","VALUE"
"Persons with a disability","2022","Females","Ballyellis, Wexford","Number","50"
"Persons with a disability","2022","Females","Ballygarrett, Wexford","Number","100"
"Persons with a disability","2022","Females","Ballyhack, Wexford","Number","171"
"Persons with a disability","2022","Females","Ballyhoge, Wexford","Number","154"
"Persons with a disability","2022","Females","Ballyhuskard, Wexford","Number","169"
"Persons with a disability","2022","Females","Ballylarkin, Wexford","Number","75"
"Persons with a disability","2022","Females","Ballymitty, Wexford","Number","60"
"Persons with a disability","2022","Females","Ballymore, Wexford","Number","59"
"Persons with a disability","2022","Females","Ballynestragh, Wexford","Number","120"
"Persons with a disability","2022","Females","Ballyvaldon, Wexford","Number","87"
"Persons with a disability","2022","Females","Bannow, Wexford","Number","168"
"Persons with a disability","2022","Females","Barrack Village, Wexford","Number","11"
"Persons with a disability","2022","Females","Barronstown, Wexford","Number","62"
"Persons with a disability","2022","Females","Bolaboy, Wexford","Number","144"
"Persons with a disability","2022","Females","Bree, Wexford","Number","147"
"Persons with a disability","2022","Females","Bridgetown, Wexford","Number","102"
"Persons with a disability","2022","Females","Cahore, Wexford","Number","52"
"Persons with a disability","2022","Females","Carnagh, Wexford","Number","48"
"Persons with a disability","2022","Females","Carrick, Wexford","Number","184"
"Persons with a disability","2022","Females","Carrickbyrne, Wexford","Number","64"
"Persons with a disability","2022","Females","Castle Ellis, Wexford","Number","132"
"Persons with a disability","2022","Females","Castle Talbot, Wexford","Number","105"
"Persons with a disability","2022","Females","Castleboro, Wexford","Number","119"
"Persons with a disability","2022","Females","Castledockrell, Wexford","Number","57"
"Persons with a disability","2022","Females","Clongeen, Wexford","Number","119"
"Persons with a disability","2022","Females","Clonleigh, Wexford","Number","42"
"Persons with a disability","2022","Females","Clonroche, Wexford","Number","150"
"Persons with a disability","2022","Females","Coolgreany, Wexford","Number","142"
"Persons with a disability","2022","Females","Courtown, Wexford","Number","371"
"Persons with a disability","2022","Females","Drinagh, Wexford","Number","160"
"Persons with a disability","2022","Females","Duncormick, Wexford","Number","62"
"Persons with a disability","2022","Females","Dunmain, Wexford","Number","30"
"Persons with a disability","2022","Females","Edermine, Wexford","Number","240"
"Persons with a disability","2022","Females","Enniscorthy Rural, Wexford","Number","1444"
"Persons with a disability","2022","Females","Enniscorthy Urban, Wexford","Number","460"
"Persons with a disability","2022","Females","Ferns, Wexford","Number","199"
"Persons with a disability","2022","Females","Fethard, Wexford","Number","99"
"Persons with a disability","2022","Females","Ford, Wexford","Number","103"
"Persons with a disability","2022","Females","Forth, Wexford","Number","129"
"Persons with a disability","2022","Females","Glynn, Wexford","Number","67"
"Persons with a disability","2022","Females","Gorey Rural, Wexford","Number","1048"
"Persons with a disability","2022","Females","Gorey Urban, Wexford","Number","554"
"Persons with a disability","2022","Females","Harperstown, Wexford","Number","53"
"Persons with a disability","2022","Females","Harristown, Wexford","Number","74"
"Persons with a disability","2022","Females","Horetown, Wexford","Number","69"
"Persons with a disability","2022","Females","Huntingtown, Wexford","Number","38"
"Persons with a disability","2022","Females","Inch, Wexford","Number","69"
"Persons with a disability","2022","Females","Kilbora, Wexford","Number","38"
"Persons with a disability","2022","Females","Kilbride, Wexford","Number","30"
"Persons with a disability","2022","Females","Kilcomb, Wexford","Number","165"
"Persons with a disability","2022","Females","Kilcormick, Wexford","Number","76"
"Persons with a disability","2022","Females","Kilcowan, Wexford","Number","74"
"Persons with a disability","2022","Females","Kilgarvan, Wexford","Number","35"
"Persons with a disability","2022","Females","Kilgorman, Wexford","Number","78"
"Persons with a disability","2022","Females","Killag, Wexford","Number","53"
"Persons with a disability","2022","Females","Killann, Wexford","Number","89"
"Persons with a disability","2022","Females","Killenagh, Wexford","Number","89"
"Persons with a disability","2022","Females","Killesk, Wexford","Number","91"
"Persons with a disability","2022","Females","Killincooly, Wexford","Number","91"
"Persons with a disability","2022","Females","Killinick, Wexford","Number","117"
"Persons with a disability","2022","Females","Killoughrum, Wexford","Number","87"
"Persons with a disability","2022","Females","Killurin, Wexford","Number","74"
"Persons with a disability","2022","Females","Kilmallock, Wexford","Number","181"
"Persons with a disability","2022","Females","Kilmokea, Wexford","Number","128"
"Persons with a disability","2022","Females","Kilmore, Wexford","Number","289"
"Persons with a disability","2022","Females","Kilnahue, Wexford","Number","48"
"Persons with a disability","2022","Females","Kilpatrick, Wexford","Number","111"
"Persons with a disability","2022","Females","Kilrush, Wexford","Number","59"
"Persons with a disability","2022","Females","Kilscoran, Wexford","Number","137"
"Persons with a disability","2022","Females","Kiltealy, Wexford","Number","61"
"Persons with a disability","2022","Females","Lady's Island, Wexford","Number","75"
"Persons with a disability","2022","Females","Limerick, Wexford","Number","92"
"Persons with a disability","2022","Females","Marshalstown, Wexford","Number","111"
"Persons with a disability","2022","Females","Mayglass, Wexford","Number","46"
"Persons with a disability","2022","Females","Monamolin, Wexford","Number","122"
"Persons with a disability","2022","Females","Monaseed, Wexford","Number","73"
"Persons with a disability","2022","Females","Moyacomb, Wexford","Number","43"
"Persons with a disability","2022","Females","New Ross Rural, Wexford","Number","450"
"Persons with a disability","2022","Females","New Ross Urban, Wexford","Number","580"
"Persons with a disability","2022","Females","Newbawn, Wexford","Number","71"
"Persons with a disability","2022","Females","Newcastle, Wexford","Number","60"
"Persons with a disability","2022","Females","Newtownbarry, Wexford","Number","303"
"Persons with a disability","2022","Females","Old Ross, Wexford","Number","48"
"Persons with a disability","2022","Females","Oldcourt, Wexford","Number","85"
"Persons with a disability","2022","Females","Rathaspick, Wexford","Number","223"
"Persons with a disability","2022","Females","Rathroe, Wexford","Number","93"
"Persons with a disability","2022","Females","Rochestown, Wexford","Number","18"
"Persons with a disability","2022","Females","Rosbercon Urban, Wexford","Number","85"
"Persons with a disability","2022","Females","Rossard, Wexford","Number","47"
"Persons with a disability","2022","Females","Rosslare, Wexford","Number","316"
"Persons with a disability","2022","Females","Rossminoge, Wexford","Number","74"
"Persons with a disability","2022","Females","St. Helen's, Wexford","Number","356"
"Persons with a disability","2022","Females","St. Mary's, Wexford","Number","80"
"Persons with a disability","2022","Females","Tacumshin, Wexford","Number","67"
"Persons with a disability","2022","Females","Taghmon, Wexford","Number","152"
"Persons with a disability","2022","Females","Templeludigan, Wexford","Number","44"
"Persons with a disability","2022","Females","Templetown, Wexford","Number","87"
"Persons with a disability","2022","Females","The Harrow, Wexford","Number","55"
"Persons with a disability","2022","Females","The Leap, Wexford","Number","123"
"Persons with a disability","2022","Females","Tinnacross, Wexford","Number","109"
"Persons with a disability","2022","Females","Tintern, Wexford","Number","221"
"Persons with a disability","2022","Females","Tombrack, Wexford","Number","83"
"Persons with a disability","2022","Females","Tomhaggard, Wexford","Number","60"
"Persons with a disability","2022","Females","Wells, Wexford","Number","88"
"Persons with a disability","2022","Females","Wexford No. 1 Urban, Wexford","Number","344"
"Persons with a disability","2022","Females","Wexford No. 2 Urban, Wexford","Number","718"
"Persons with a disability","2022","Females","Wexford No. 3 Urban, Wexford","Number","190"
"Persons with a disability","2022","Females","Wexford Rural, Wexford","Number","2059"
"Persons with a disability","2022","Females","Whitechurch, Wexford, 247119","Number","50"
"Persons with a disability","2022","Females","Whitechurch, Wexford, 247120","Number","71"
"Persons with a disability","2022","Females","Whitemoor, Wexford","Number","67"
"Persons with a disability","2022","Females","Wingfield, Wexford","Number","110"
"Persons with a disability","2022","Females","Aghowle, Wicklow","Number","26"
"Persons with a disability","2022","Females","Altidore, Wicklow","Number","34"
"Persons with a disability","2022","Females","Arklow No. 1 Urban, Wicklow","Number","1418"
"Persons with a disability","2022","Females","Arklow No. 2 Urban, Wicklow","Number","400"
"Persons with a disability","2022","Females","Arklow Rural, Wicklow","Number","142"
"Persons with a disability","2022","Females","Aughrim, Wicklow","Number","247"
"Persons with a disability","2022","Females","Ballinaclash, Wicklow","Number","75"
"Persons with a disability","2022","Females","Ballinacor, Wicklow","Number","34"
"Persons with a disability","2022","Females","Ballinderry, Wicklow","Number","40"
"Persons with a disability","2022","Females","Ballingate, Wicklow","Number","50"
"Persons with a disability","2022","Females","Ballinglen, Wicklow","Number","22"
"Persons with a disability","2022","Females","Ballinguile, Wicklow","Number","13"
"Persons with a disability","2022","Females","Ballyarthur, Wicklow","Number","120"
"Persons with a disability","2022","Females","Ballybeg, Wicklow","Number","18"
"Persons with a disability","2022","Females","Ballycullen, Wicklow","Number","34"
"Persons with a disability","2022","Females","Baltinglass, Wicklow","Number","358"
